Hij boekt niets buiten de grenzen die je zelf hebt gezet, ook niet als de klant aandringt.	Il ne réserve rien en dehors des limites que vous avez fixées, même si le client insiste.	He books nothing outside the limits you have set yourself, even if the customer insists.	Er bucht nichts außerhalb der Grenzen, die Sie selbst gesetzt haben, auch nicht wenn der Kunde drängt.	No reserva nada fuera de los límites que tú has puesto, aunque el cliente insista.
Hoeveel gesprekken er binnenkwamen, hoeveel er een afspraak werden, hoeveel APK-klanten reageerden, welke offertes nog open staan. Niet om een dashboard te vullen, maar om te zien waar je volgende maand het meeste terugwint.	Combien de conversations sont arrivées, combien sont devenues des rendez-vous, combien de clients contrôle technique ont répondu, quels devis restent ouverts. Pas pour remplir un tableau de bord, mais pour voir où vous récupérerez le plus le mois prochain.	How many conversations came in, how many became appointments, how many MOT customers responded, which quotes are still open. Not to fill a dashboard, but to see where you win the most back next month.	Wie viele Gespräche hereinkamen, wie viele daraus Termine wurden, wie viele HU-Kunden reagierten, welche Angebote noch offen sind. Nicht um ein Dashboard zu füllen, sondern um zu sehen, wo Sie nächsten Monat am meisten zurückholen.	Cuántas conversaciones entraron, cuántas se convirtieron en cita, cuántos clientes de ITV respondieron, qué presupuestos siguen abiertos. No para llenar un panel, sino para ver dónde recuperas más el mes que viene.
Hoeveel klantcontact werd een werkplaatsafspraak, vóór en ná?	Quelle part du contact client est devenue un rendez-vous d'atelier, avant et après ?	How much customer contact became a workshop appointment, before and after?	Wie viel Kundenkontakt wurde zu einem Werkstatttermin, davor und danach?	¿Cuánto contacto de cliente se convirtió en cita de taller, antes y después?
Hoeveel kost een keuring bij jullie?	Combien coûte un contrôle chez vous ?	How much does an inspection cost with you?	Was kostet eine Untersuchung bei Ihnen?	¿Cuánto cuesta una inspección en vuestro taller?
Hoeveel omzet lekt er weg	Combien de chiffre d'affaires s'échappe	How much turnover is leaking away	Wie viel Umsatz versickert	Cuánta facturación se escapa
Hoeveel oproepen er gemist werden, hoeveel er antwoordden en hoeveel er een afspraak werden. Voor het eerst een getal in plaats van een gevoel.	Combien d'appels ont été manqués, combien ont répondu et combien sont devenus des rendez-vous. Pour la première fois un chiffre au lieu d'une impression.	How many calls were missed, how many replied and how many became appointments. For the first time a number instead of a feeling.	Wie viele Anrufe verpasst wurden, wie viele geantwortet haben und wie viele zu Terminen wurden. Zum ersten Mal eine Zahl statt eines Gefühls.	Cuántas llamadas se perdieron, cuántas respondieron y cuántas acabaron en cita. Por primera vez una cifra en vez de una sensación.
Hoeveel slapende klanten er weer een afspraak maakten.	Combien de clients dormants ont repris rendez-vous.	How many dormant customers booked again.	Wie viele schlafende Kunden wieder einen Termin gemacht haben.	Cuántos clientes dormidos volvieron a pedir cita.
Hoeveel vangt een systeem ervan op? (%)	Quelle part un système en capte-t-il ? (%)	How much of that does a system catch? (%)	Wie viel davon fängt ein System auf? (%)	¿Cuánto de eso recupera un sistema? (%)
Iedereen belt in dezelfde week, en iedereen wil zaterdag. Wie zijn bandenklanten drie weken eerder benadert, spreidt diezelfde omzet over een maand en houdt er tijd aan over voor het werk dat er meer aan verdient.	Tout le monde appelle la même semaine, et tout le monde veut le samedi. Celui qui contacte ses clients pneus trois semaines plus tôt étale ce même chiffre d'affaires sur un mois et dégage du temps pour le travail qui rapporte davantage.	Everyone calls in the same week, and everyone wants Saturday. Whoever approaches their tyre customers three weeks earlier spreads that same turnover across a month and keeps time free for the work that earns more.	Alle rufen in derselben Woche an, und alle wollen samstags. Wer seine Reifenkunden drei Wochen früher anspricht, verteilt denselben Umsatz über einen Monat und behält Zeit für die Arbeit, die mehr einbringt.	Todos llaman la misma semana y todos quieren el sábado. Quien contacta a sus clientes de neumáticos tres semanas antes reparte esa misma facturación en un mes y le queda tiempo para el trabajo que da más.
Iedereen die uren schrijft in de werkplaats.	Toute personne qui facture des heures dans l'atelier.	Everyone who books hours in the workshop.	Jeder, der in der Werkstatt Stunden schreibt.	Todo el que imputa horas en el taller.
Iedereen van wie je banden in opslag hebt, komt in beeld. Dat is een lijst die je al hebt en die meestal niets doet.	Toute personne dont vous stockez les pneus apparaît. C'est une liste que vous possédez déjà et qui ne sert généralement à rien.	Everyone whose tyres you have in storage comes into view. That is a list you already have and that usually does nothing.	Jeder, dessen Reifen Sie eingelagert haben, erscheint. Das ist eine Liste, die Sie schon haben und die meist nichts tut.	Aparece todo aquel de quien guardas neumáticos. Es una lista que ya tienes y que normalmente no hace nada.
Iemand belt na een aanrijding. Hij is van slag, weet niet of hij eerst de verzekeraar moet bellen of eerst de garage, en heeft geen idee welke gegevens er nodig zijn. Jouw balie wordt zo de eerste hulp, en dat kost tijd die er niet is.	Quelqu'un appelle après un accrochage. Il est secoué, ne sait pas s'il doit d'abord appeler l'assureur ou le garage, et n'a aucune idée des informations nécessaires. Votre comptoir devient ainsi le premier secours, et cela coûte du temps que vous n'avez pas.	Someone calls after a collision. He is shaken, does not know whether to call the insurer or the garage first, and has no idea which details are needed. Your front desk becomes first aid, and that costs time you do not have.	Jemand ruft nach einem Unfall an. Er ist durcheinander, weiß nicht, ob er zuerst die Versicherung oder die Werkstatt anrufen soll, und hat keine Ahnung, welche Angaben nötig sind. Ihr Empfang wird so zur Ersten Hilfe, und das kostet Zeit, die es nicht gibt.	Alguien llama después de un golpe. Está alterado, no sabe si llamar primero a la aseguradora o al taller y no tiene ni idea de qué datos hacen falta. Tu mostrador se convierte así en primeros auxilios, y eso cuesta un tiempo que no hay.
Iemand belt voor de deur opengaat	Quelqu'un appelle avant l'ouverture	Someone calls before the doors open	Jemand ruft an, bevor die Tür aufgeht	Alguien llama antes de abrir
Iemand komt niet opdagen. Het tijdslot is te laat om nog te vullen, dus staat er een uur lang niets op de brug terwijl de kosten doorlopen.	Quelqu'un ne se présente pas. Il est trop tard pour combler le créneau, donc pendant une heure il n'y a rien sur le pont alors que les frais courent.	Someone does not turn up. The slot is too late to fill, so for an hour there is nothing on the ramp while the costs carry on.	Jemand erscheint nicht. Das Zeitfenster ist zu spät, um es noch zu füllen, also steht eine Stunde lang nichts auf der Hebebühne, während die Kosten weiterlaufen.	Alguien no se presenta. Ya es tarde para llenar la franja, así que durante una hora no hay nada en el elevador mientras los costes siguen corriendo.
Iemand zoekt 's avonds een garage voor de grote beurt van zijn Passat en vult het formulier in.	Quelqu'un cherche le soir un garage pour le grand entretien de sa Passat et remplit le formulaire.	Someone looks for a garage in the evening for the major service on his Passat and fills in the form.	Jemand sucht abends eine Werkstatt für die große Inspektion seines Passat und füllt das Formular aus.	Alguien busca por la noche un taller para la revisión grande de su Passat y rellena el formulario.
Ik ben net achterop gereden, mijn voorbumper is kapot.	Je viens de percuter quelqu'un par l'arrière, mon pare-chocs avant est cassé.	I have just driven into the back of someone, my front bumper is damaged.	Ich bin gerade auf jemanden aufgefahren, meine vordere Stoßstange ist kaputt.	Acabo de dar un alcance, el paragolpes delantero está roto.
Ik hoor een piep bij het remmen, kan ik langskomen?	J'entends un couinement au freinage, je peux passer ?	I hear a squeak when braking, can I come by?	Ich höre ein Quietschen beim Bremsen, kann ich vorbeikommen?	Oigo un chirrido al frenar, ¿puedo pasarme?
Ik wil mijn Golf laten keuren.	Je voudrais faire passer le contrôle technique à ma Golf.	I want to put my Golf through its MOT.	Ich möchte meinen Golf zur HU bringen.	Quiero pasar la ITV con mi Golf.
In bijna elke werkplaats zit de snelste winst op dezelfde drie plekken. Daar zetten we het eerst aan, de rest komt later.	Dans presque tous les ateliers, le gain le plus rapide se situe aux trois mêmes endroits. C'est là que nous activons en premier, le reste viendra ensuite.	In almost every workshop the fastest gain sits in the same three places. That is where we switch it on first, the rest comes later.	In fast jeder Werkstatt sitzt der schnellste Gewinn an denselben drei Stellen. Dort schalten wir zuerst ein, der Rest kommt später.	En casi todos los talleres la ganancia más rápida está en los mismos tres sitios. Ahí lo encendemos primero, el resto viene después.
In de pilot meten we hoeveel klantcontact er bij jou werkelijk een afspraak wordt, voor en na. Dat cijfer is van jou, ook als je daarna stopt.	Dans le pilote, nous mesurons combien de contacts clients deviennent réellement des rendez-vous chez vous, avant et après. Ce chiffre vous appartient, même si vous arrêtez ensuite.	In the pilot we measure how much customer contact actually becomes an appointment at your place, before and after. That figure is yours, even if you stop afterwards.	Im Piloten messen wir, wie viel Kundenkontakt bei Ihnen tatsächlich zu einem Termin wird, davor und danach. Diese Zahl gehört Ihnen, auch wenn Sie danach aufhören.	En el piloto medimos cuánto contacto de cliente se convierte realmente en cita en tu taller, antes y después. Esa cifra es tuya, también si después lo dejas.
In de praktijk wordt de vraag heen en weer geschoven. De balie moet kijken of er een leenauto vrij is, de klant moet nadenken, en tegen de tijd dat beide rond zijn is de week voorbij.	Dans la pratique, la question se renvoie d'un côté à l'autre. Le comptoir doit vérifier si un véhicule de courtoisie est libre, le client doit réfléchir, et le temps que les deux aboutissent, la semaine est passée.	In practice the question gets pushed back and forth. The front desk has to check whether a courtesy car is free, the customer has to think about it, and by the time both are settled the week is over.	In der Praxis wird die Frage hin und her geschoben. Der Empfang muss schauen, ob ein Ersatzwagen frei ist, der Kunde muss nachdenken, und bis beides geklärt ist, ist die Woche vorbei.	En la práctica la pregunta se va pasando de un lado a otro. El mostrador tiene que mirar si hay coche de cortesía libre, el cliente tiene que pensárselo, y para cuando ambas cosas se resuelven la semana ya ha pasado.
In elk autobedrijf staan honderden namen van mensen die ooit klant waren. Ze zijn niet weggegaan na ruzie, er is gewoon niets meer gebeurd. Onderhoud is het soort ding dat je uitstelt tot je eraan herinnerd wordt, en dat herinneren doet niemand.	Chaque garage compte des centaines de noms de gens qui ont été clients un jour. Ils ne sont pas partis après une dispute, il ne s'est simplement plus rien passé. L'entretien est le genre de chose qu'on reporte jusqu'à ce qu'on vous le rappelle, et ce rappel, personne ne le fait.	Every garage has hundreds of names of people who were customers once. They did not leave after an argument, simply nothing happened any more. Servicing is the kind of thing you postpone until you are reminded, and nobody does the reminding.	In jedem Autobetrieb stehen Hunderte Namen von Leuten, die einmal Kunde waren. Sie sind nicht nach einem Streit gegangen, es ist einfach nichts mehr passiert. Wartung ist die Art Sache, die man aufschiebt, bis man daran erinnert wird, und dieses Erinnern macht niemand.	En cada taller hay cientos de nombres de gente que un día fue cliente. No se fueron tras una discusión, sencillamente dejó de pasar nada. El mantenimiento es de esas cosas que aplazas hasta que alguien te lo recuerda, y ese recordatorio no lo hace nadie.
In euro's waar dat eerlijk te zeggen is.	En euros là où c'est honnêtement possible.	In euros where that can honestly be said.	In Euro, wo sich das ehrlich sagen lässt.	En euros allí donde se puede decir honestamente.
In het systeem	Dans le système	In the system	Im System	En el sistema
In je bestaande software, niet ernaast.	Dans votre logiciel existant, pas à côté.	In your existing software, not beside it.	In Ihrer bestehenden Software, nicht daneben.	En tu software actual, no al lado.
In oktober en in april gebeurt hetzelfde. De eerste nachtvorst of de eerste warme week, en dan belt iedereen tegelijk. Je balie staat vol, de telefoon houdt niet op, en je moet mensen wegsturen naar over twee weken.	En octobre et en avril, c'est la même chose. La première gelée nocturne ou la première semaine chaude, et tout le monde appelle en même temps. Votre comptoir est plein, le téléphone n'arrête pas, et vous devez renvoyer les gens à dans deux semaines.	In October and in April the same thing happens. The first night frost or the first warm week, and then everyone calls at once. Your front desk is packed, the phone does not stop, and you have to send people away to two weeks' time.	Im Oktober und im April passiert dasselbe. Der erste Nachtfrost oder die erste warme Woche, und dann rufen alle gleichzeitig an. Ihr Empfang ist voll, das Telefon hört nicht auf, und Sie müssen Leute auf in zwei Wochen vertrösten.	En octubre y en abril pasa lo mismo. La primera helada nocturna o la primera semana de calor, y entonces todos llaman a la vez. Tu mostrador se llena, el teléfono no para y tienes que mandar a la gente a dentro de dos semanas.
In twintig minuten kijken we naar wat er bij jou binnenkomt en waar het blijft liggen. Daar komt meestal vanzelf uit waar je moet beginnen.	En vingt minutes, nous regardons ce qui arrive chez vous et où cela reste en plan. Cela indique généralement de soi par où commencer.	In twenty minutes we look at what comes in at your place and where it gets stuck. That usually shows by itself where you should start.	In zwanzig Minuten schauen wir, was bei Ihnen hereinkommt und wo es liegen bleibt. Daraus ergibt sich meist von selbst, wo Sie anfangen sollten.	En veinte minutos miramos qué entra en tu taller y dónde se queda parado. De ahí suele salir solo por dónde conviene empezar.
In welk pakket werkt jouw werkplaats?	Avec quel logiciel travaille votre atelier ?	Which package does your workshop work in?	Mit welchem Paket arbeitet Ihre Werkstatt?	¿Con qué programa trabaja tu taller?
In één beeld	En une image	In one picture	In einem Bild	En una imagen
Inplannen	Planifier	Schedule	Einplanen	Planificar
Inplannen is het werk waar telkens iets tussen komt. Het is ook het werk dat zich het best laat vastleggen in regels.	La planification, c'est le travail qui se fait toujours interrompre. C'est aussi celui qui se laisse le mieux traduire en règles.	Scheduling is the work that always gets interrupted. It is also the work that lends itself best to being captured in rules.	Einplanen ist die Arbeit, bei der immer etwas dazwischenkommt. Es ist auch die Arbeit, die sich am besten in Regeln fassen lässt.	Planificar es el trabajo en el que siempre se cuela algo. También es el trabajo que mejor se deja fijar en reglas.
Inplannen of doorgeven met een terugbelmoment.	Planifier ou transmettre avec un créneau de rappel.	Schedule or hand over with a call-back slot.	Einplanen oder mit einem Rückrufzeitpunkt weitergeben.	Planificar o traspasar con un momento para devolver la llamada.
Inrichten, meelezen, bijsturen en het cijfer eerlijk opschrijven, ook als het tegenvalt.	Mettre en place, suivre, ajuster et écrire honnêtement le chiffre, même s'il déçoit.	Set it up, read along, adjust, and write the number down honestly, even if it disappoints.	Einrichten, mitlesen, nachsteuern und die Zahl ehrlich aufschreiben, auch wenn sie enttäuscht.	Configurar, leer, corregir y anotar la cifra con honestidad, también si decepciona.
Inrichting inbegrepen	Mise en place incluse	Setup included	Einrichtung inklusive	Configuración incluida
Invloed op wat er gebouwd wordt	De l'influence sur ce qui se construit	Influence on what gets built	Einfluss darauf, was gebaut wird	Influencia sobre lo que se construye
Is dat zomaar toegestaan?	Est-ce simplement autorisé ?	Is that simply allowed?	Ist das einfach so erlaubt?	¿Eso está permitido sin más?
Is de APK ook binnenkort aan de beurt, of ligt er nog een bandenwissel, dan wordt dat in één afspraak voorgesteld. Dat scheelt de klant een rit.	Si le contrôle technique approche lui aussi, ou s'il reste un changement de pneus, cela est proposé dans un même rendez-vous. Cela épargne un trajet au client.	If the MOT is also due soon, or a tyre change is still outstanding, that is proposed in one appointment. That saves the customer a trip.	Steht die HU demnächst auch an oder liegt noch ein Reifenwechsel an, wird das in einem Termin vorgeschlagen. Das spart dem Kunden eine Fahrt.	Si la ITV también toca pronto, o queda pendiente un cambio de neumáticos, se propone en una sola cita. Eso le ahorra un viaje al cliente.
Is het al nodig? Het is nog warm.	Est-ce déjà nécessaire ? Il fait encore chaud.	Is it necessary yet? It is still warm.	Ist das schon nötig? Es ist noch warm.	¿Ya hace falta? Todavía hace calor.
Ja doe maar 👍	Oui, allez-y 👍	Yes, go ahead 👍	Ja, machen Sie 👍	Sí, adelante 👍
Ja graag.	Oui, volontiers.	Yes please.	Ja, gern.	Sí, gracias.
Ja hoor, alleen de bumper en een koplamp.	Oui, tout va bien, juste le pare-chocs et un phare.	Yes, everyone is fine, just the bumper and a headlight.	Ja, alles gut, nur die Stoßstange und ein Scheinwerfer.	Sí, todo bien, solo el paragolpes y un faro.
Ja, maar dan zonder deze koppeling. Veel garages starten met gemiste gesprekken of APK, want daar is geen pakketkoppeling voor nodig.	Oui, mais alors sans cette intégration. Beaucoup de garages démarrent avec les appels manqués ou le contrôle technique, car aucune intégration logicielle n'est nécessaire pour cela.	Yes, but then without this integration. Many garages start with missed calls or MOT, because no package integration is needed for those.	Ja, aber dann ohne diese Anbindung. Viele Werkstätten starten mit verpassten Anrufen oder HU, denn dafür ist keine Paketanbindung nötig.	Sí, pero entonces sin esta integración. Muchos talleres empiezan con llamadas perdidas o ITV, porque para eso no hace falta integración con el programa.
Ja, samen ingevuld. Verzekerd bij Univé.	Oui, rempli ensemble. Assuré chez Univé.	Yes, filled in together. Insured with Univé.	Ja, zusammen ausgefüllt. Versichert bei Univé.	Sí, rellenado juntos. Asegurado en Univé.
Ja, we hebben een leenauto beschikbaar, die reserveer ik erbij. Donderdag de 21e kunnen we ermee beginnen.	Oui, nous avons un véhicule de courtoisie disponible, je le réserve avec. Nous pouvons commencer le jeudi 21.	Yes, we have a courtesy car available, I will reserve that as well. We can start on Thursday the 21st.	Ja, wir haben einen Ersatzwagen verfügbar, den reserviere ich dazu. Donnerstag, den 21., können wir damit anfangen.	Sí, tenemos un coche de cortesía disponible, lo reservo también. El jueves 21 podemos empezar.
Ja. Voor de herinneringswerkstromen is een export van kentekens, klantgegevens en laatste bezoek vaak genoeg om te starten.	Oui. Pour les flux de rappel, un export des plaques, des données clients et de la dernière visite suffit souvent pour démarrer.	Yes. For the reminder workflows an export of registrations, customer details and last visit is often enough to start.	Ja. Für die Erinnerungsabläufe reicht ein Export von Kennzeichen, Kundendaten und letztem Besuch oft zum Start.	Sí. Para los flujos de recordatorio, una exportación de matrículas, datos de cliente y última visita suele bastar para empezar.
Je balie belt niet meer terug	Votre comptoir ne rappelle plus	Your front desk no longer calls back	Ihr Empfang ruft nicht mehr zurück	Tu mostrador ya no devuelve llamadas
Je balie doet het niet meer	Votre comptoir ne s'en occupe plus	Your front desk no longer does it	Ihr Empfang macht es nicht mehr	Tu mostrador ya no lo hace
